@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R195-weka.filters.unsupervised.attribute.Remove-R207-weka.filters.unsupervised.attribute.Remove-R219-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute MedianDeviation numeric
@attribute StandardDeviation numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier5 numeric
@attribute fourier7 numeric
@attribute fourier9 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKCorrelation0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumAverage135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc37 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.923819,0.295717,0.34619,294,105,1,2,103,0.406403,0.190599,0.241223,0.147851,267918,2077,1584,1292,1181,1441,2404,7201,16488,2779,1599,2042,720,1487,0.00017,-0.3135,0.874706,97547.7,859.549,2.51525,0.027729,869.596,1366.34,5060,32060,39455,3405,61,17,17350,6548,219,0,0,2503,5254,4,0,595,1946,346,59,61,313075,19528,229,41401,3,61,976,0,318329,Betula-pendula
0.713681,0.283912,0.318368,84,38,3,0,36,0.076101,0.028302,0.019143,0.006633,230181,7499,9497,11162,9264,6922,3278,1973,855,346,110,111,5,0,0.000151,-0.456725,0.944104,96076,54.7062,1.97647,0.021947,809.941,90.0173,19233,29038,1966,2821,4,349,3044,237,447,0,0,1848,4629,11436,0,55337,322,742,0,14,225479,53,0,2288,3762,4,6,0,230108,Betula-pendula
0.507363,0.15924,0.19916,923,481,13,7,485,0.092763,0.074476,0.024829,0.016659,273939,2688,2191,1474,1501,2032,2882,7966,16744,2901,1637,2141,838,1783,0.000154,-0.321161,0.876842,99986.9,789.561,2.47171,0.027826,860.094,1245.09,3057,28691,47639,903,98,0,8992,5609,42,0,2,1317,5343,0,0,242,2834,59,30,12,330184,30083,1028,50473,0,98,2564,0,335527,Betula-pendula
0.47809,0.18541,0.227517,1014,445,19,10,455,0.150895,0.080927,0.00267,0.010034,264403,2312,1866,1724,2177,2672,3683,9243,16483,3081,1967,2480,885,1634,0.000157,-0.318093,0.885752,97918.7,720.025,2.60534,0.02582,848.938,1159.27,2468,39795,48977,831,135,1,12531,5460,43,0,0,1625,5334,0,1,984,4883,83,54,8,320092,23533,1187,53860,0,135,3034,0,325426,Betula-pendula
0.716944,0.3392,0.363404,899,385,18,8,405,0.022279,0.007101,0.015134,0.006536,192359,2159,1858,2118,3364,4547,6163,13792,14865,1511,829,1192,550,1439,0.000157,-0.315992,0.890506,96603.4,608.838,2.69389,0.024265,838.396,980.371,2956,38217,50734,1113,70,19,10399,4071,37,0,0,1733,5136,2,0,1060,7253,166,93,21,276698,17094,541,57987,1,70,1836,0,281834,Betula-pendula
0.791241,0.291518,0.332749,733,337,12,5,351,0.017749,0.035723,0.01062,0.015459,233872,2154,1621,1253,1205,1539,2536,6831,15120,2527,1432,1831,751,1262,0.000193,-0.341077,0.866194,98805.4,656.749,2.12018,0.03144,900.934,1009.71,1475,19836,34928,876,38,3,12342,5579,31,0,1,1507,4699,0,0,235,2985,156,46,15,300258,15020,577,37913,0,38,1927,0,304957,Betula-pendula
0.736272,0.289421,0.306272,734,445,39,5,505,0.108155,0.047141,0.022849,0.002865,296819,2918,2162,1711,2027,2555,3708,9212,13966,2105,1246,1631,634,1232,0.000178,-0.327916,0.884434,96739.3,600.203,2.46582,0.026951,868.826,950.876,2479,42139,47274,1668,67,14,17267,5730,99,0,0,2459,5175,1,0,1435,4247,239,126,56,334552,13702,674,51521,2,69,1923,0,339727,Betula-pendula
0.826922,0.175164,0.21064,785,381,11,3,389,0.127112,0.026821,0.011608,0.009927,246105,2035,1744,1198,1365,1696,2424,7558,15226,2116,1176,1623,702,1253,0.000181,-0.346938,0.856399,100808,663.592,1.9934,0.033308,900.339,1000.83,1087,23518,34164,282,109,0,6470,3692,13,0,0,1101,4662,0,0,261,1182,40,33,17,315797,19996,1170,35346,0,109,1695,0,320459,Betula-pendula
0.754574,0.177119,0.229598,935,399,15,8,414,0.104355,0.081262,0.022918,0.005541,231749,2236,1634,1118,869,1027,1662,5671,16615,4313,2475,3148,1053,1493,0.000175,-0.321282,0.866062,98797.4,966.297,2.35495,0.02969,887.304,1498.84,1550,24315,35540,808,75,7,11306,7106,82,0,0,2363,5214,0,0,301,1131,78,11,68,298564,19133,821,36671,0,75,1853,0,303778,Betula-pendula
0.655439,0.158025,0.216457,900,363,22,4,391,0.110205,0.061521,0.018313,0.011637,189983,2085,1597,1156,1141,1303,2156,6555,15947,3017,1546,2109,760,1233,0.000153,-0.314788,0.876472,99601,916.352,2.55993,0.027224,859.566,1444.16,3670,23744,33165,1328,53,6,8787,4380,102,0,3,1320,4713,0,0,463,2519,102,11,10,253416,23383,437,35684,0,53,1035,0,258129,Betula-pendula
0.739044,0.329772,0.352599,661,393,32,6,435,0.050082,0.078344,0.087682,0.040046,274039,2529,1925,1663,1638,1697,2052,4928,12434,4908,3301,4693,1564,1849,0.000184,-0.341052,0.886199,98234.1,893.112,2.36787,0.028854,891.966,1383.08,1587,23289,35299,1107,50,9,15204,8218,135,0,1,3753,5522,0,0,255,2809,295,416,144,324233,19624,628,38108,1,50,1659,0,329755,Betula-pendula
0.567749,0.171917,0.207534,855,479,35,11,525,0.049571,0.128122,0.04945,0.00936,228106,2392,1889,1271,1062,1216,1868,6409,17775,4446,2722,3747,1368,1878,0.000162,-0.312711,0.879456,97895.4,1038.36,2.61706,0.026665,865.316,1646.55,2361,31550,39172,1313,18,0,13778,6986,178,0,0,2969,5630,0,0,431,1257,147,23,98,295515,21881,666,40429,2,18,1464,0,301145,Betula-pendula
0.793351,0.173188,0.228639,744,381,20,2,412,0.140946,0.051518,0.019912,0.013448,265701,1986,1588,1129,878,1029,1495,4563,12550,3335,1979,2545,923,1354,0.000186,-0.336376,0.873095,98313.7,855.415,2.27018,0.030151,894.784,1329.96,936,23521,35692,473,36,0,11868,7516,60,0,1,2512,5156,0,0,194,1823,74,60,24,301034,15425,1125,37515,0,36,2185,0,306190,Betula-pendula
0.584321,0.230804,0.262488,912,439,13,6,445,0.131317,0.073459,0.014418,0.01721,252577,2537,1911,1425,1348,1759,2568,8187,18438,2471,1429,1842,790,1586,0.000148,-0.318628,0.867831,101315,844.17,2.40977,0.028958,860.731,1336.56,2543,27088,41482,542,182,2,6972,4367,34,0,1,1024,5051,0,0,194,1478,102,4,1,318825,34621,907,42960,0,182,1760,0,323876,Betula-pendula
0.475817,0.158737,0.19588,951,496,2,0,492,0.143751,0.087335,0.029475,0.008561,167001,18659,21498,22547,14896,10139,3602,1894,951,315,191,204,4,1,0.000125,-0.531002,0.983705,95685.6,49.9483,2.13264,0.00778,744.496,81.4571,42044,25031,5074,459,93,0,1410,1712,152,0,2,1106,4638,12354,0,11097,1209,78,130,16,239656,48099,26,6283,4,101,1369,0,244294,Betula-pendula
0.394151,0.174386,0.2244,1187,495,10,4,499,0.124254,0.133236,0.046025,0.010325,248489,18143,22561,23734,15868,10248,3842,2133,1146,389,298,392,17,0,0.000133,-0.490674,0.953345,99886.6,38.4168,1.82755,0.021908,796.647,63.0172,43805,36565,5735,1172,39,406,2925,1573,543,1,0,2174,5169,19463,0,34625,1874,1183,193,83,305275,16606,13,7609,190,51,73,0,310444,Betula-pendula
0.585534,0.199043,0.235232,937,404,17,6,418,0.143502,0.059495,0.016841,0.013905,289776,2557,1815,1211,1355,1531,2296,6443,14548,2903,1708,2146,766,1407,0.000164,-0.336771,0.877701,100330,785.031,2.3266,0.029043,876.85,1222.99,2118,31237,38803,607,169,3,8682,5001,42,0,0,1339,5268,0,0,546,1274,78,53,21,332431,26309,923,40077,0,170,2033,0,337699,Betula-pendula
0.658237,0.153818,0.197187,795,428,20,5,450,0.128844,0.047626,0.008098,0.010932,207954,1599,1362,1105,1640,2166,3467,9368,15153,1490,893,1282,805,1475,0.000151,-0.334746,0.881959,101260,676.897,2.38683,0.028099,860.557,1054.39,2580,24310,35207,357,115,0,5617,3504,10,0,0,999,4681,0,0,258,2126,57,45,4,273704,28560,783,37333,0,117,1580,0,278385,Betula-pendula
0.697721,0.170192,0.209417,872,383,15,2,404,0.094404,0.079324,0.025433,0.014552,156439,3299,2102,1462,1626,1900,3315,9040,15561,1796,1011,1549,869,1918,0.000144,-0.312237,0.87903,100867,775.572,2.63619,0.025243,848.058,1222.07,2175,22337,36505,393,65,0,4483,3310,14,0,0,628,4487,0,0,198,1733,57,4,0,240267,26856,772,38238,0,65,1430,0,244754,Betula-pendula
0.740267,0.252827,0.291094,45,35,0,0,32,0.045407,0.018941,0.014485,0.003031,290532,8424,10845,13725,11939,9939,5441,3575,829,281,185,231,33,0,0.000143,-0.448808,0.938049,97418.9,58.1225,1.97392,0.022765,803.196,96.2573,31322,42952,1520,2381,50,445,3107,343,336,0,0,1723,4934,22182,0,56735,93,739,0,10,291357,346,0,1613,2733,50,227,0,296291,Betula-pendula
0.750006,0.294531,0.320753,2,1,2,0,0,0.113113,0.077036,0.047075,0.01243,229540,2324,1861,1395,1465,1893,2937,8637,16244,1922,1126,1500,688,1207,0.000197,-0.332279,0.863848,97801.4,669.587,2.19283,0.03069,899.098,1029.78,1088,25704,36637,545,45,1,13450,5495,30,0,0,1889,4924,0,0,454,2464,90,36,24,303516,11247,760,39101,0,45,2655,0,308440,Betula-pendula
0.887075,0.311293,0.36539,773,306,9,3,318,0.632982,0.167979,0.012804,0.227157,273125,3290,2718,1929,2408,3238,4456,10921,15853,2179,1286,1652,794,2145,0.000164,-0.310332,0.876231,97124.5,690.499,2.58184,0.025984,854.58,1092.67,6624,52463,43031,3021,81,7,14307,4495,104,0,2,1222,5362,1,0,4180,2420,148,1,1,333025,15557,587,45451,0,81,1585,0,338387,Betula-pendula
1.07767,0.210455,0.247343,837,375,11,8,373,0.127807,0.057578,0.022842,0.013822,171080,2253,1839,1245,909,979,1459,4415,14204,4400,2785,3783,1416,1769,0.000177,-0.328505,0.869862,99164,975.722,2.32698,0.02988,892.507,1513.1,1064,18174,26288,477,98,1,8727,6065,64,0,0,1767,4887,0,0,129,955,56,47,4,244695,16140,826,27243,0,101,2070,0,249582,Betula-pendula
0.671626,0.140943,0.195548,862,476,23,13,488,0.142525,0.088881,0.011257,0.009516,254607,2191,1858,1473,1592,1909,2949,7982,16963,2945,1675,2154,831,1531,0.000162,-0.320668,0.874019,99135,781.132,2.44063,0.02821,867.29,1234.21,3224,34604,40466,1073,29,7,10468,5124,84,0,3,2063,5244,1,0,699,3023,168,23,46,316722,23182,541,43489,0,29,1081,0,321966,Betula-pendula
0.717234,0.222528,0.269115,831,408,6,7,398,0.04976,0.067415,0.014755,0.002789,221017,4928,6664,9989,12562,11715,7510,5597,1308,312,334,557,544,1159,0.000144,-0.524129,0.974045,102137,116.335,1.98153,0.017675,840,188.217,2144,23078,18590,18,7,0,851,1226,54,8,4,314,4534,10,19,1339,5676,96,171,0,291630,47471,6216,24266,0,7,1060,3,296164,Betula-pendula
0.863217,0.451517,0.453723,549,272,11,10,274,0.110828,0.148059,0.006594,0.028778,223971,2206,1656,1355,1595,1993,2822,7455,16956,3549,1916,2689,942,1538,0.00017,-0.328667,0.881082,98686,816.138,2.43721,0.028152,875.909,1292.29,3760,27602,35719,1744,66,3,12275,5767,130,0,0,2411,5088,2,0,431,2413,154,160,40,299040,20353,320,38132,0,66,1546,0,304128,Betula-pendula
0.586141,0.159292,0.202297,845,392,14,4,404,0.119136,0.077802,0.024008,0.006653,219005,4804,6630,10563,12240,11963,7335,4912,939,263,264,528,513,1179,0.000143,-0.492339,0.962435,101823,114.58,2.0057,0.019162,834.425,188.24,6299,40259,14595,45,64,0,1095,1066,24,1,1,388,4526,33,10,10465,2153,164,7,0,279077,32965,3292,16748,0,68,961,1,283603,Betula-pendula
0.677827,0.198307,0.236821,765,408,22,6,435,0.114787,0.064219,0.012525,0.012041,218005,2161,1757,1308,1254,1650,2616,6806,15430,3871,2088,2841,950,1464,0.000185,-0.325408,0.869791,97731.6,854.823,2.34691,0.029171,889.506,1325.9,1049,31021,31644,633,106,2,13673,5354,73,0,4,2266,5098,0,0,1186,1331,81,11,20,289798,13039,829,32975,0,106,2575,0,294896,Betula-pendula
0.527084,0.162473,0.214811,855,415,2,4,403,0.12422,0.076943,0.027706,0.011643,215617,21674,24291,20588,9281,4888,1300,628,551,442,320,545,175,35,0.000141,-0.510049,0.938358,100693,53.6686,1.49662,0.026193,822.922,77.6415,22654,24007,3191,585,136,112,1147,778,186,0,0,768,4348,17367,0,50803,619,39,0,0,262686,3070,1,3810,43,170,162,0,267034,Betula-pendula
0.564117,0.244887,0.282423,2,2,4,0,2,0.064435,0.014306,0.016263,0.011883,185051,13955,18789,22722,19461,14412,6875,3166,1218,281,140,112,0,0,0.000129,-0.466698,0.960492,94402,41.8431,2.15448,0.01765,745.78,73.7845,33729,51746,17306,1754,1,75,3221,1008,379,0,0,1936,4811,7581,0,42498,13854,1095,0,86,245604,13327,9,31160,286,1,39,0,250415,Betula-pendula
0.642188,0.258752,0.295576,107,31,3,0,29,0.038769,0.00989,0.00469,0.003286,246101,14209,18434,19284,13529,9000,3602,1625,726,307,121,157,0,0,0.000153,-0.476253,0.950549,94715.9,44.1987,1.90597,0.021406,802.227,73.2855,20037,35551,1156,4048,28,320,3022,382,404,0,0,1651,4727,13207,0,75332,51,594,0,11,268143,1,1,1207,8497,30,124,0,272870,Betula-pendula
0.774744,0.337167,0.362468,718,349,11,5,353,0.05148,0.033575,0.049385,0.017839,252500,2439,1859,1408,1505,1848,2951,7955,14410,1998,1155,1600,709,1480,0.000193,-0.342744,0.855886,99689.6,620.462,1.99771,0.032849,905.422,945.14,2148,24187,34055,673,30,3,8985,4475,36,0,0,1595,4769,0,0,410,3151,57,24,12,321140,15502,531,37206,0,30,1490,0,325909,Betula-pendula
0.265568,0.146431,0.196107,1106,604,3,0,602,0.206265,0.000014,0.038558,0.028931,273521,23469,27886,25588,13294,7237,2066,1039,894,395,283,550,440,651,0.00011,-0.429935,0.937018,102860,84.2785,2.03016,0.018861,749.477,128.737,22796,4818,873,808,0,1,815,1273,524,22,2,751,5375,141432,0,671,8,4,6,1,302885,15839,32,881,243,0,1,3,308260,Broussonetia-papyrifera
0.547435,0.178976,0.216047,875,359,13,1,375,0.120471,0.072332,0.019901,0.010998,179492,19472,24050,22721,11306,5865,1695,896,317,304,263,512,570,924,0.000131,-0.435768,0.921483,101801,105.197,1.78466,0.022738,808.361,149.328,10756,7131,449,286,0,6,450,458,201,8,1,438,4309,96582,0,1600,1,0,0,0,242599,1629,74,450,190,0,4,4,246908,Broussonetia-papyrifera
0.599933,0.215719,0.256154,1593,663,2,1,657,0.193468,0.263392,0.014598,0.110241,294538,10208,11779,14168,13008,9961,4347,2398,998,595,580,1029,787,1254,0.000141,-0.422653,0.900381,105613,120.812,1.72929,0.028049,858.162,176.863,22276,6692,1028,693,0,1,853,1317,591,27,5,952,5878,73465,4,1197,1,0,3,0,350546,11671,208,1029,131,0,12,10,356424,Broussonetia-papyrifera
0.608584,0.202357,0.245375,945,335,3,2,329,0.03595,0.074121,0.03792,0.003934,168060,24454,24938,16927,5696,2607,818,557,476,302,315,528,336,749,0.000099,-0.503435,0.972012,105956,102.488,1.96485,0.010395,727.348,144.279,19026,2357,776,230,0,5,355,779,165,4,2,464,4147,29804,0,424,2,0,3,0,196297,70672,43,778,30,0,5,1,200444,Broussonetia-papyrifera
0.708746,0.227823,0.261605,845,375,4,1,373,0.127812,0.075759,0.021777,0.006354,169765,17802,22939,22593,11467,5799,1365,613,370,326,247,464,337,451,0.000108,-0.439272,0.93845,105143,82.9875,1.97516,0.019587,759.279,119.569,27680,3435,526,345,143,127,788,742,262,25,0,554,4166,62809,0,1167,2,27,2,0,219951,28835,45,528,256,144,58,8,224117,Broussonetia-papyrifera
0.694672,0.237556,0.262085,765,416,2,1,410,0.086726,0.064115,0.014713,0.00841,147299,18677,23714,22626,11068,5643,1278,510,407,262,284,575,482,671,0.000113,-0.427614,0.930825,103379,89.7491,1.96833,0.01982,766.481,130.299,11165,3613,672,288,189,189,821,617,186,9,1,509,4118,93681,1,1247,16,80,0,0,206069,6660,20,688,131,197,51,2,210187,Broussonetia-papyrifera
0.414536,0.152595,0.194675,1068,567,6,7,557,0.430854,0.143089,0.054689,0.012615,308333,18597,21760,21760,13307,7927,2794,1316,768,392,321,562,251,200,0.000163,-0.453476,0.932173,96517.4,73.3516,1.79024,0.023778,833.624,107.611,25729,42715,423,655,6,245,1307,823,454,9,0,1141,5271,28914,0,44281,1,6,3,6,338350,517,22,424,22582,6,9,6,343621,Broussonetia-papyrifera
0.574084,0.150814,0.204685,982,526,1,0,520,0.063573,0.031381,0.011685,0.005688,266735,27038,28022,20224,7944,3985,1384,815,370,267,218,521,444,2503,0.00013,-0.538142,0.958235,105722,111.485,1.49813,0.021745,833.774,150.287,19153,6453,686,155,0,0,370,704,148,0,1,611,4867,75306,0,2772,0,0,2,0,325157,19599,3,686,3,0,2,0,330024,Broussonetia-papyrifera
0.801021,0.276204,0.302813,827,379,4,0,379,0.108926,0.069397,0.016963,0.016948,161027,9527,13570,18945,17202,11946,4336,1368,327,273,283,503,337,950,0.000133,-0.391847,0.908883,100944,116.828,2.04309,0.022994,806.793,168.875,34637,33129,800,95,96,36,454,801,98,29,1,416,4164,22884,2,21440,2,0,6,0,233651,3406,118,802,296,101,163,19,237815,Broussonetia-papyrifera
0.739288,0.236175,0.26829,886,347,2,2,339,0.150286,0.06705,0.012607,0.013904,164740,8471,11549,14880,11351,7164,2238,711,429,387,274,409,86,74,0.000169,-0.426634,0.941569,94106.5,94.3952,2.1416,0.018655,826.858,137.921,7920,26682,337,108,229,1478,1173,570,104,11,6,747,4037,2420,1,48548,0,17,0,2,193661,333,117,337,15519,240,155,27,197698,Broussonetia-papyrifera
0.558667,0.208076,0.245737,1606,564,8,4,564,0.28289,0.313416,0.039246,0.020161,266787,9302,10333,13165,12673,9683,4612,2408,1015,592,594,1043,824,1932,0.00015,-0.426686,0.891005,106245,137.704,1.59995,0.030559,878.238,197.274,29022,8274,1074,358,0,0,727,1339,361,31,1,756,5622,31003,3,1532,0,0,2,0,338043,25506,250,1074,44,0,8,8,343665,Broussonetia-papyrifera
0.373323,0.145117,0.217772,1021,450,14,2,466,0.034776,0.011224,0.003889,0.006261,176505,22231,26542,24931,13179,7327,2036,1011,496,405,377,757,644,1066,0.000132,-0.427451,0.916502,101757,102.464,1.80076,0.023596,809.288,154.118,12552,9565,857,361,1,17,544,737,270,1,2,589,4787,98293,0,3054,15,1,0,0,259459,1317,59,872,284,1,9,4,264246,Broussonetia-papyrifera
0.843539,0.176049,0.223939,710,517,6,2,517,0.209303,0.03117,0.001763,0.029726,303576,32554,26009,11066,3114,1668,709,516,378,272,269,483,587,2394,0.000125,-0.552145,0.930827,110551,97.517,1.10261,0.028383,853.469,128.006,11275,1157,639,198,0,0,326,699,194,2,1,484,4640,6866,2,770,0,0,0,0,343641,85011,70,639,2,0,7,1,348281,Broussonetia-papyrifera
0.465521,0.173599,0.223921,801,433,6,0,437,0.055771,0.041087,0.016806,0.003864,187198,16392,22715,26081,16494,9184,2277,812,307,254,261,520,530,952,0.000119,-0.395299,0.920987,99127.7,97.6566,2.11896,0.019116,752.329,147.275,11720,8092,513,349,0,1,498,515,252,6,1,477,4423,132612,2,2053,1,0,0,0,238394,2046,222,514,193,0,6,5,242817,Broussonetia-papyrifera
0.717548,0.221072,0.255,880,382,7,0,388,0.111822,0.069796,0.018457,0.005525,150933,7962,11727,17930,17895,13458,5077,1305,367,308,285,505,455,581,0.000106,-0.395698,0.941336,102567,115.274,2.46098,0.015057,733.632,174.942,38736,4702,822,321,139,15,647,925,254,44,1,512,4243,62138,0,1828,8,1,39,2,205248,26187,95,830,94,143,140,3,209491,Broussonetia-papyrifera
0.578914,0.187017,0.223939,1779,670,16,4,686,0.281843,0.297999,0.045918,0.036088,310715,5583,4681,5623,7754,8236,7078,6743,1631,733,683,1189,729,720,0.000167,-0.39526,0.88596,103695,156.974,1.81941,0.029306,889.605,237.732,39334,28032,2013,687,1,59,1469,1506,346,20,5,1102,6121,12506,5,5585,24,1,2,0,361036,12879,220,2037,539,1,54,10,367157,Broussonetia-papyrifera
0.497301,0.191872,0.237618,1772,634,15,3,650,0.272439,0.334382,0.00712,0.027853,277269,6964,6386,7800,9683,10071,8012,7319,1738,697,638,1080,591,598,0.000153,-0.403927,0.90868,103254,148.691,1.99009,0.026315,863.943,226,38460,18445,1603,1003,9,7,1144,1809,814,78,5,1157,6037,44703,0,3028,18,0,21,0,342315,7672,98,1621,270,9,14,8,348352,Broussonetia-papyrifera
0.457574,0.184144,0.22832,1736,613,7,2,615,0.177977,0.260199,0.005917,0.069451,352484,8077,6942,8898,10900,10494,7419,5609,1489,488,408,777,503,748,0.000144,-0.409868,0.908742,104685,127.761,1.92898,0.026522,856.553,194.396,42858,12835,1447,852,0,1,1227,2030,664,45,1,1115,6154,57557,0,2614,28,5,65,3,393339,15913,113,1475,232,0,30,15,399493,Broussonetia-papyrifera
0.837877,0.26178,0.294522,963,316,5,0,321,0.104534,0.062092,0.016999,0.016845,160822,9445,13607,17580,13485,8908,2818,1055,372,285,254,504,400,661,0.000133,-0.425733,0.93317,100322,114.713,2.0435,0.020342,801.64,162.241,20753,17935,548,251,87,57,595,701,183,28,0,531,4138,57524,0,9429,2,0,0,0,210799,1814,50,550,765,87,110,18,214937,Broussonetia-papyrifera
0.80961,0.287739,0.314631,889,339,3,2,333,0.089722,0.055612,0.00915,0.008947,147155,8977,12907,17746,14652,9845,3294,1090,302,192,199,446,390,1341,0.00013,-0.374607,0.910413,98836.2,136.988,2.20328,0.020776,785.643,200.477,22475,18896,597,128,70,38,546,547,74,19,1,351,4079,61706,0,9918,2,8,0,0,198301,720,79,599,524,70,70,7,202380,Broussonetia-papyrifera
0.422878,0.158971,0.21284,1543,772,8,3,774,0.250705,0.325351,0.045186,0.00118,429597,7699,7032,8121,9687,9286,6850,5680,1461,569,459,734,364,348,0.000175,-0.429361,0.897343,102959,105.894,1.64291,0.030601,894.016,159.269,37007,26326,1766,931,51,69,1664,2155,626,55,4,1569,6497,48175,0,8187,62,10,149,17,465203,4189,139,1828,1292,51,115,25,471700,Broussonetia-papyrifera
0.503315,0.119215,0.1779,1217,475,8,3,477,21.9823,6.60784,0.838206,1.26766,334137,24422,24014,17607,7080,3562,1016,507,423,304,305,585,656,1113,0.000152,-0.491594,0.934134,102049,78.9549,1.48203,0.024071,853.426,120.019,17012,15015,507,480,0,18,592,707,347,9,0,566,5228,94256,0,8088,0,0,0,0,361158,987,4,507,604,0,0,7,366386,Broussonetia-papyrifera
0.645343,0.216842,0.252061,923,327,3,1,323,0.120218,0.074612,0.030042,0.007545,188386,5593,8590,13683,15495,13281,6059,2230,338,318,290,494,323,356,0.000135,-0.401972,0.916195,101818,109.719,2.05294,0.023291,817.474,162.39,22132,14820,539,220,125,298,821,643,176,45,3,585,4213,65649,0,8477,2,0,0,3,247113,1678,57,541,1025,128,97,6,251326,Broussonetia-papyrifera
0.799328,0.269764,0.295145,870,356,5,1,356,0.005014,0.05643,0.009245,0.004321,346605,16759,15881,9884,3898,2194,862,492,284,191,225,453,536,1363,0.000184,-0.540644,0.882451,106480,77.9788,0.825208,0.037203,926.911,107.77,12558,2870,368,155,0,0,366,407,138,0,0,404,4431,40193,0,782,0,0,0,0,377622,15661,2,368,38,0,0,0,382053,Broussonetia-papyrifera
0.820829,0.271793,0.30247,847,387,6,1,389,0.166148,0.065149,0.008008,0.009544,189967,20734,25190,22867,10566,5452,1359,652,364,303,271,632,355,756,0.000164,-0.44615,0.918103,97954,93.3217,1.67234,0.024932,845.545,128.805,15953,22963,514,111,139,606,913,515,113,10,1,548,4286,10049,1,59975,2,26,0,0,255806,583,60,516,2647,142,42,3,260092,Broussonetia-papyrifera
0.806006,0.267063,0.293457,910,335,0,0,327,0.157958,0.058005,0.008345,0.019256,165764,11236,14859,18267,12098,7268,1943,624,355,308,313,548,394,464,0.000132,-0.420526,0.925379,101252,99.9255,1.98252,0.020759,805.375,142.811,11749,7964,538,189,99,254,885,572,129,20,2,553,4076,80057,0,2992,3,65,0,0,210889,1044,24,541,208,100,25,3,214965,Broussonetia-papyrifera
0.790417,0.246504,0.280249,925,349,1,0,343,0.114491,0.059395,0.020962,0.008297,173798,8937,12847,17255,15619,11567,4959,2081,447,274,278,581,426,799,0.000118,-0.426094,0.941206,103370,108.245,2.15589,0.018679,783.311,161.497,23132,8356,747,284,75,14,695,983,194,36,2,497,4250,73512,6,3379,3,4,47,6,234191,12868,237,750,260,75,130,17,238441,Broussonetia-papyrifera
