@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
1389,4821,4907,596,299,16,456,815,288,10,0,466,3428,6063,6492,142,46,307,250242,4632,0,351,0,55,3,253670,Daphne-cneorum
2104,3668,2106,306,147,31,507,393,184,5,0,390,3371,11991,1057,0,5,17,271355,4605,10,341,0,2,6,274726,Daphne-cneorum
934,4062,7760,654,276,1,580,902,325,1,0,403,3435,2562,8390,5,19,79,260542,2186,0,1079,0,79,18,263977,Daphne-cneorum
770,5730,6418,218,164,20,668,413,238,0,0,503,3478,8003,7790,0,6,2,275514,945,1,549,0,1,13,278992,Daphne-cneorum
1773,6198,4755,227,132,15,608,302,123,2,1,479,3403,8705,1936,0,15,3,260188,2543,0,403,0,1,3,263591,Daphne-cneorum
1072,4752,5647,358,165,0,491,485,223,2,0,444,3423,8058,5904,0,21,39,255632,1847,0,535,0,6,14,259055,Daphne-cneorum
1140,5405,4588,264,192,1,465,389,190,0,0,462,3403,12073,3238,0,6,7,252391,1632,0,406,0,3,10,255794,Daphne-cneorum
1824,5981,5324,395,190,27,569,630,266,3,0,480,3443,8200,4177,2,44,95,262204,3648,1,507,0,10,12,265647,Daphne-cneorum
282,3176,7761,237,133,24,693,399,125,4,0,521,3466,2490,9555,0,20,7,262983,354,0,1170,0,1,29,266449,Daphne-cneorum
852,5363,5983,258,200,0,466,399,229,0,0,453,3402,7421,7352,0,17,19,249884,1283,0,330,0,1,5,253286,Daphne-cneorum
584,5658,6000,312,185,1,586,458,221,2,0,410,3452,9750,7562,0,20,15,265629,677,0,444,0,5,8,269081,Daphne-cneorum
1036,5419,4736,221,137,0,653,309,169,7,0,458,3394,10159,2917,0,22,3,250652,2013,0,430,0,0,18,254046,Daphne-cneorum
1183,5277,5686,301,211,23,487,575,195,1,0,428,3537,7875,7128,0,15,22,257466,1900,0,571,0,5,9,261003,Daphne-cneorum
1115,5473,6513,284,214,7,598,555,201,1,0,511,3509,5810,7447,0,16,29,274396,2004,0,503,0,2,8,277905,Daphne-cneorum
829,4381,6248,229,141,6,566,345,153,7,0,450,3430,5808,6979,0,9,12,250567,1230,2,547,0,0,4,253997,Daphne-cneorum
1338,4804,5747,312,150,9,594,436,167,1,0,405,3421,5262,8719,0,11,11,253439,1930,7,519,0,19,9,256860,Daphne-cneorum
1003,3910,4219,277,147,33,552,416,160,4,0,380,3402,6214,5718,0,9,14,280535,2687,1,375,0,2,6,283937,Daphne-cneorum
1345,4017,4532,302,192,20,537,450,182,4,0,475,3448,4406,4269,0,19,29,269647,4386,0,433,0,0,2,273095,Daphne-cneorum
1546,4852,4535,413,233,7,525,599,264,6,0,448,3421,6417,4377,41,47,249,259334,3685,0,456,0,19,22,262755,Daphne-cneorum
2190,5529,4242,435,174,0,570,630,202,6,0,436,3436,9289,4529,75,42,209,263545,3852,0,413,0,11,9,266981,Daphne-cneorum
1040,5347,6097,505,254,0,464,700,299,0,0,353,3423,8137,6777,0,6,0,250137,2283,0,475,0,38,10,253560,Daphne-cneorum
411,5762,6940,113,130,16,623,172,158,0,0,513,3476,8888,7485,0,8,0,267137,542,0,423,0,0,6,270613,Daphne-cneorum
1691,4788,4252,418,171,20,501,602,233,17,0,403,3416,8885,4660,0,22,2,251519,4436,23,432,0,27,2,254935,Daphne-cneorum
981,5570,5182,168,154,24,574,218,164,4,0,423,3375,9616,4315,0,5,0,243148,1581,1,278,0,0,6,246523,Daphne-cneorum
865,1953,8222,468,275,8,591,664,330,2,0,429,3468,320,9936,0,50,1,270525,1738,0,494,3,54,19,273993,Daphne-cneorum
891,4813,5945,238,106,2,618,403,168,3,0,463,3407,6321,6086,1,24,12,248639,1850,0,649,0,3,17,252046,Daphne-cneorum
1562,5097,4449,316,218,1,441,487,174,8,0,394,3430,8518,3720,0,14,24,241546,3890,2,333,0,8,6,244976,Daphne-cneorum
1153,5375,5285,222,137,17,599,324,152,5,0,428,3376,7259,6303,0,10,10,242907,1818,0,373,0,0,24,246283,Daphne-cneorum
873,5759,7000,232,165,0,614,402,206,0,0,502,3494,8177,6410,0,16,9,268428,1251,0,429,0,9,16,271922,Daphne-cneorum
1777,5238,5441,373,138,7,539,439,221,2,0,405,3418,4855,6782,0,16,26,256660,3309,1,466,0,10,14,260078,Daphne-cneorum
1129,5570,4910,296,170,21,538,441,218,3,0,437,3403,10692,3421,0,25,9,256068,1591,0,736,0,3,10,259471,Daphne-cneorum
635,5661,5881,174,134,1,653,241,178,0,0,489,3409,8957,6908,0,7,1,249083,825,2,461,0,1,11,252492,Daphne-cneorum
1441,5051,5250,307,154,18,519,402,173,1,0,377,3385,5439,5312,0,7,6,260609,2469,16,300,0,6,4,263994,Daphne-cneorum
1360,5420,5238,398,179,2,557,566,247,3,0,488,3550,6195,4292,14,38,92,305150,3530,3,576,0,15,9,308700,Daphne-cneorum
221,2881,7351,246,129,29,722,357,185,1,0,473,3437,2268,10624,2,18,8,262069,240,1,808,0,4,12,265506,Daphne-cneorum
204,2167,6991,185,83,101,694,269,71,1,0,558,3421,982,6684,0,12,0,270360,214,18,2683,0,1,29,273781,Daphne-cneorum
1498,5662,5103,481,224,15,554,622,263,7,0,457,3437,7346,5963,56,27,182,257198,3130,6,319,0,62,6,260635,Daphne-cneorum
1009,4558,4298,643,432,34,678,865,523,7,0,670,3818,10797,4021,241,109,751,423801,2925,36,352,0,0,0,427619,Daphne-cneorum
1713,5379,4802,480,283,72,550,697,329,7,0,519,3520,8264,5789,74,64,313,279092,3926,3,320,0,3,3,282612,Daphne-cneorum
260,2997,6503,236,135,123,703,364,205,4,0,459,3402,2389,11836,5,10,12,244377,260,0,1051,0,1,4,247779,Daphne-cneorum
521,5724,6464,258,93,18,535,370,115,2,0,539,3432,8430,7189,0,5,2,264181,560,4,841,0,1,12,267613,Daphne-cneorum
1556,5595,4820,242,153,65,518,388,169,2,0,443,3455,8616,4036,0,13,10,273203,2921,1,408,0,1,3,276658,Daphne-cneorum
1558,6124,5372,212,158,21,626,282,181,0,0,427,3395,7976,3545,0,12,1,248428,2297,0,490,0,0,10,251823,Daphne-cneorum
1332,4734,4212,555,238,4,463,729,288,3,0,402,3433,10371,4839,50,22,149,252016,3441,0,386,0,79,13,255449,Daphne-cneorum
956,5628,6816,427,183,25,502,656,219,3,0,425,3417,7214,4551,0,21,35,250968,1570,1,541,0,29,4,254385,Daphne-cneorum
401,5355,7361,245,158,0,569,418,206,4,1,543,3443,6934,8357,0,6,1,259684,475,0,682,0,2,0,263127,Daphne-cneorum
568,4789,6996,252,94,0,702,273,130,0,0,500,3409,4392,8417,0,9,0,251952,753,0,575,0,0,1,255361,Daphne-cneorum
1676,4432,3393,410,152,43,518,469,191,3,0,374,3395,12417,2370,11,27,38,269265,3382,1,298,1,34,6,272660,Daphne-cneorum
1501,3811,2828,700,362,12,418,883,359,25,0,415,3515,12340,1873,273,35,594,275864,4034,19,64,0,59,1,279379,Daphne-cneorum
1485,4197,3226,462,278,0,407,641,269,6,0,421,3416,9281,2801,136,72,322,250070,4950,0,419,0,53,27,253486,Daphne-cneorum
1193,6177,4912,278,167,0,565,279,193,3,0,412,3399,9203,3593,0,18,0,244886,1519,0,343,0,1,10,248285,Daphne-cneorum
712,5021,6515,193,103,32,638,274,112,9,0,575,3409,5748,8164,0,13,5,256490,1249,10,786,1,1,8,259899,Daphne-cneorum
1905,5551,4354,338,204,11,492,489,206,1,0,363,3401,9111,4356,0,13,20,248838,4250,2,237,1,13,4,252239,Daphne-cneorum
41645,42995,13398,8453,373,1,326,1152,242,6,2,314,4348,6814,2525,1018,3,261,243058,111963,1,115,20,46,2,247406,Diospyros-kaki
16091,41687,17319,1116,801,1,823,1196,451,4,1,671,4535,115600,12460,63,86,580,248519,23885,0,381,8,68,0,253054,Diospyros-kaki
25835,20835,5620,2867,278,5,244,1167,184,10,1,256,4214,2597,1115,123,3,261,184701,170441,1,42,20,60,0,188915,Diospyros-kaki
29402,40766,7772,910,583,0,666,961,308,0,0,569,4275,70585,2899,9,70,135,198536,79912,1,195,5,23,0,202811,Diospyros-kaki
54126,55653,23197,15631,599,47,759,1837,550,26,3,964,4822,7212,4198,2101,63,2015,224988,149714,1,255,16,117,0,229810,Diospyros-kaki
31240,31260,8662,2760,373,22,693,883,220,5,1,478,3898,7308,2022,142,15,145,170737,92923,0,230,14,31,0,174635,Diospyros-kaki
44763,64175,13286,1337,431,33,651,1354,350,12,2,693,4849,66461,3692,32,20,634,248350,112713,0,534,25,79,0,253199,Diospyros-kaki
22282,48388,17176,3015,718,22,665,962,306,10,1,533,4322,81790,6384,194,40,207,227440,37090,0,267,6,50,0,231762,Diospyros-kaki
163,36848,51910,627,1329,115,1372,1211,483,17,1,1000,4535,52572,67866,53,130,517,240957,225,96,463,3,33,1,245492,Diospyros-kaki
8544,37988,24781,965,733,7,672,1041,380,9,2,595,4504,124269,26115,14,6,194,212733,12858,3,362,5,47,0,217237,Diospyros-kaki
40090,34293,6318,1562,327,2,403,1274,345,7,1,407,4502,7059,1814,43,5,355,226211,173096,16,93,7,47,0,230713,Diospyros-kaki
22254,55248,27504,5778,1131,10,683,1536,444,11,0,600,4464,72445,12640,530,21,621,248942,39302,0,79,9,90,0,253406,Diospyros-kaki
51339,56351,14856,8923,420,0,392,1668,347,2,1,438,4791,13844,2819,1118,53,787,218416,179798,0,32,37,116,0,223207,Diospyros-kaki
46338,59761,14499,5069,592,0,469,1331,525,2,2,635,4841,36365,3550,735,13,822,263511,138798,0,42,17,80,0,268352,Diospyros-kaki
25620,47435,11730,1726,509,5,422,1035,321,6,0,321,4290,101597,2952,34,20,199,205384,46354,0,75,7,44,0,209674,Diospyros-kaki
35256,57349,13571,1196,482,19,740,1554,435,22,5,713,4716,104608,5196,104,33,668,210551,66946,50,689,19,134,1,215267,Diospyros-kaki
39483,40578,4932,1042,540,14,584,1258,365,5,0,468,4524,26926,1785,31,48,422,236549,155920,6,222,7,38,1,241073,Diospyros-kaki
39047,49830,10760,4509,435,0,371,1212,316,16,1,438,4331,24611,2898,460,4,633,251367,91389,0,29,16,82,0,255698,Diospyros-kaki
11268,46240,31110,1868,644,8,1073,975,445,7,1,669,4461,93575,24453,101,128,83,226350,17769,0,432,2,30,1,230811,Diospyros-kaki
34812,35249,8384,2188,373,1,433,1502,320,16,2,444,4513,10907,2417,138,6,415,253033,158260,10,115,25,93,0,257546,Diospyros-kaki
27546,20760,4424,1889,309,4,371,816,152,1,0,231,3874,1994,1153,18,21,44,180523,112496,0,137,9,19,0,184397,Diospyros-kaki
33799,29745,5401,1928,310,0,496,968,242,1,0,346,4179,7075,1714,94,140,51,195484,140646,0,265,0,17,0,199663,Diospyros-kaki
39068,48450,11374,2577,464,2,482,1256,280,5,1,321,4290,25109,3079,93,26,462,224874,108521,0,92,3,34,0,229164,Diospyros-kaki
8584,49399,32764,4246,1596,40,758,927,438,1,0,573,4305,88492,12927,266,40,116,217816,10502,2,312,1,25,0,222121,Diospyros-kaki
2582,39122,40692,775,825,141,677,1206,373,14,2,637,4435,79481,47951,18,17,215,223607,3466,21,208,12,37,0,228042,Diospyros-kaki
29311,60998,26843,6936,797,21,506,1552,501,4,0,540,4407,53294,8957,629,11,750,213457,59156,2,103,7,141,0,217864,Diospyros-kaki
35221,30506,5356,1762,268,5,376,926,192,14,1,269,4140,7965,1226,75,24,203,202477,132487,25,165,8,36,0,206617,Diospyros-kaki
1162,25712,25878,854,916,0,996,1254,618,5,0,710,4217,93078,36055,19,48,584,220176,1306,0,66,1,60,0,224393,Diospyros-kaki
380,34831,40913,574,737,89,1287,1140,490,8,0,890,4380,60411,53333,3,92,346,230164,706,24,645,2,70,4,234544,Diospyros-kaki
30383,36357,4806,1086,358,5,295,1098,263,2,0,402,4282,59562,1635,29,0,261,243419,81899,19,22,10,62,0,247701,Diospyros-kaki
5527,8121,4412,810,322,0,732,803,207,2,0,380,3464,14524,4222,12,450,56,172433,9574,0,628,0,75,0,175897,Euphorbia-characias
3799,5032,2798,1061,230,0,499,775,107,9,0,248,3601,3534,2975,63,291,10,206954,22965,2,167,1,9,12,210555,Euphorbia-characias
5397,5480,2459,995,184,0,302,753,117,22,0,188,3385,3252,1774,24,56,3,126381,23202,0,8,1,30,2,129766,Euphorbia-characias
4956,5483,3229,1329,258,0,396,675,102,7,0,174,3536,2591,2159,20,389,11,183566,22649,0,70,1,27,0,187102,Euphorbia-characias
5162,5224,2524,1613,266,0,383,1420,92,0,0,164,3373,2954,2082,52,293,128,133067,18763,11,38,16,373,0,136440,Euphorbia-characias
8378,7260,2642,932,176,7,458,745,110,0,0,215,3495,2648,1162,4,178,0,161086,34551,0,400,12,100,0,164581,Euphorbia-characias
4872,7357,3877,1035,304,11,653,763,129,4,0,251,3556,9209,4636,17,361,3,181806,10921,0,385,5,53,30,185362,Euphorbia-characias
4586,4921,2110,1024,199,0,309,802,122,20,0,194,3476,2686,1910,50,98,31,165686,24969,22,9,2,30,2,169162,Euphorbia-characias
5625,6407,2975,2801,700,3,489,1436,192,4,0,240,3443,2812,722,772,402,390,177970,11288,0,59,5,396,0,181413,Euphorbia-characias
8790,7380,2626,1076,277,8,458,755,91,0,0,192,3454,1987,1029,74,229,0,161151,30643,1,119,1,35,2,164605,Euphorbia-characias
8065,8852,3426,1498,304,0,501,1341,193,6,0,248,3482,3893,2010,147,249,323,176307,16873,0,88,1,309,0,179789,Euphorbia-characias
7833,5597,2371,1483,282,0,409,1036,143,0,0,217,3684,612,870,23,125,12,271105,28252,0,171,3,65,0,274789,Euphorbia-characias
8792,6560,3346,1494,378,11,453,712,114,8,0,183,3416,811,1364,24,113,1,194223,22181,1,151,4,57,2,197639,Euphorbia-characias
8837,11269,4453,1148,424,0,495,775,159,1,0,239,3485,3832,1876,22,76,16,198906,13900,0,57,0,53,0,202391,Euphorbia-characias
6538,10590,7260,2378,841,2,812,638,88,1,0,292,3458,3101,2967,177,438,3,184284,9566,0,34,1,3,10,187742,Euphorbia-characias
4588,6027,3549,913,275,2,777,1474,296,37,0,488,3994,6729,3803,128,247,473,177143,18165,0,70,2,268,238,181137,Euphorbia-characias
9763,8798,3807,1166,308,0,552,752,73,2,0,227,3440,3131,1987,4,439,1,162151,24661,0,85,13,79,0,165591,Euphorbia-characias
6323,4761,2324,2024,396,0,531,1197,147,3,0,233,3440,645,424,84,280,105,188100,19250,0,41,4,289,7,191540,Euphorbia-characias
4759,4191,1717,1241,172,0,295,660,79,0,0,141,3400,1025,699,17,218,1,146411,21771,0,15,12,69,0,149811,Euphorbia-characias
5108,5131,2431,2428,483,1,486,678,99,0,0,181,3371,1709,1122,685,374,1,139668,14126,0,215,9,53,7,143039,Euphorbia-characias
5895,5950,3604,2047,335,5,460,1432,182,4,0,213,3475,1725,1389,151,259,167,180087,15723,4,86,3,362,7,183562,Euphorbia-characias
7714,10808,3856,1138,267,3,460,815,124,3,0,253,3514,7577,3347,24,220,16,205369,11388,2,72,3,98,13,208883,Euphorbia-characias
5367,4412,2027,972,275,2,458,576,110,1,0,212,3494,771,757,6,202,0,166354,38821,1,184,1,13,2,169848,Euphorbia-characias
7650,6378,2936,932,298,1,599,590,85,2,0,254,3457,1282,1589,0,359,0,156007,32134,2,87,3,32,0,159464,Euphorbia-characias
3291,3391,1567,770,185,70,497,636,109,3,0,208,3426,2224,902,3,434,14,132922,27082,76,318,1,19,11,136348,Euphorbia-characias
8591,7412,3632,1696,319,0,484,683,74,0,0,132,3432,1081,1682,101,236,1,163876,25100,0,203,5,24,0,167308,Euphorbia-characias
2706,6505,5164,701,302,13,769,717,145,9,0,424,3460,16330,7087,11,342,0,178368,3588,0,472,1,54,33,181828,Euphorbia-characias
7701,6821,2923,889,292,4,559,513,105,1,0,221,3463,1649,1573,3,117,0,155461,34425,1,170,7,22,4,158924,Euphorbia-characias
9081,9791,3412,531,217,2,529,550,139,6,0,224,3490,6468,2311,0,147,0,154377,27504,4,171,2,60,0,157867,Euphorbia-characias
3504,3527,1614,1121,248,24,423,528,93,31,1,172,3399,1622,950,14,299,2,123997,26268,33,67,1,9,3,127396,Euphorbia-characias
6860,6119,2485,2305,339,0,371,795,95,0,0,146,3500,1255,859,85,169,1,191709,19053,28,43,1,40,0,195209,Euphorbia-characias
7247,3369,2578,1787,446,0,550,984,119,11,0,252,3532,99,556,22,290,25,198614,30067,4,138,13,124,0,202146,Euphorbia-characias
7581,5536,2954,1364,328,0,524,817,99,1,0,229,3502,1147,1328,38,426,19,159752,32825,1,61,8,57,1,163254,Euphorbia-characias
7061,8134,3793,1303,271,0,369,619,91,6,0,226,3413,4039,3802,30,63,0,137979,17178,0,10,7,54,0,141392,Euphorbia-characias
6404,8761,3870,1111,377,0,531,969,170,0,0,193,3457,7508,2543,61,204,69,181105,14518,0,148,2,149,0,184562,Euphorbia-characias
4533,4080,2181,895,236,1,395,601,92,3,0,157,3440,777,846,5,248,0,142181,27363,2,45,38,60,1,145621,Euphorbia-characias
4295,5627,3055,834,168,0,513,486,113,6,0,268,3402,7010,2580,1,330,0,129988,18494,107,202,0,5,1,133390,Euphorbia-characias
3194,3515,1836,887,183,0,394,631,106,15,0,221,3447,1250,938,6,149,20,151909,28192,12,231,0,10,0,155356,Euphorbia-characias
3327,8937,5077,1154,409,6,902,907,155,4,0,268,3451,16043,4045,54,568,25,175260,3624,0,352,7,110,0,178711,Euphorbia-characias
9118,9794,3627,920,258,3,520,732,151,2,0,197,3498,4603,1987,14,148,22,172304,23795,3,223,3,38,0,175802,Euphorbia-characias
5110,2963,1586,908,242,1,364,664,107,0,0,154,3440,205,675,6,351,0,164230,34956,0,64,0,29,5,167670,Euphorbia-characias
3605,2438,1652,1351,196,0,351,858,86,0,0,145,3408,190,443,3,230,4,148345,26945,0,41,3,186,0,151753,Euphorbia-characias
7240,6153,4082,1389,358,2,588,710,130,3,0,193,3499,994,1838,19,340,0,182610,29534,0,114,0,28,2,186109,Euphorbia-characias
8652,4992,2149,1265,224,0,385,897,130,2,0,170,3553,237,608,18,212,24,205229,36949,0,140,0,40,3,208782,Euphorbia-characias
6636,8854,4401,681,233,0,733,640,186,26,0,532,3497,9515,3560,6,119,53,183332,14293,0,12,0,3,280,186829,Euphorbia-characias
445,2925,7036,564,177,732,1484,639,170,31,1,607,3491,3763,13476,2,497,4,184106,449,33,7501,1,14,275,187597,Euphorbia-characias
6395,6344,3731,2002,514,1,784,1348,350,6,0,355,3594,1065,1691,592,357,959,218757,19965,0,234,0,380,0,222351,Euphorbia-characias
7099,6684,2546,787,245,0,478,589,153,1,0,238,3364,4106,1406,1,397,0,143153,30776,0,86,2,30,0,146517,Euphorbia-characias
7048,7304,2250,571,216,5,473,527,129,4,0,225,3496,7330,2824,0,172,0,163163,31283,1,168,0,20,26,166659,Euphorbia-characias
22379,17869,3729,1299,995,216,1220,1547,412,71,4,1061,6247,6127,428,0,234,13,357532,153153,2,291,1,16,0,363779,Ficus-carica
9723,30228,12908,514,322,5,1411,752,231,28,0,886,5411,79742,3338,1,613,0,316868,11718,12,435,0,2,38,322279,Ficus-carica
7456,28407,14012,999,436,64,1430,1035,369,23,0,843,5238,112011,3910,0,554,15,234995,11638,17,386,0,15,285,240233,Ficus-carica
40231,58798,12564,1111,515,140,1100,1324,457,14,1,671,5481,82092,2521,5,430,63,285822,57891,68,567,7,37,5,291303,Ficus-carica
9517,41368,22196,855,564,57,1359,1210,472,19,0,798,5349,75391,6287,0,166,39,267185,10511,4,616,7,21,342,272534,Ficus-carica
41167,41338,3728,984,538,0,1183,1289,498,3,1,1298,5676,26589,180,5,820,46,256407,100392,0,418,2,16,0,262083,Ficus-carica
14866,42994,23646,918,372,68,1076,1076,325,23,3,814,5326,104133,10637,6,162,86,296159,23287,98,243,7,20,120,301485,Ficus-carica
59285,49495,9728,2577,491,10,902,1384,386,7,1,768,5270,7155,319,35,496,138,268534,127445,0,128,7,11,105,273804,Ficus-carica
19284,46844,13192,884,352,63,942,774,240,18,3,397,5129,113126,1248,1,232,0,261021,24322,52,514,2,17,23,266150,Ficus-carica
43640,33476,5167,1387,356,14,1086,1365,315,23,1,1068,5552,7185,133,1,834,81,280374,122580,0,159,2,6,74,285926,Ficus-carica
24077,75215,33172,1524,456,99,1309,1233,309,28,4,726,5806,68508,6672,0,800,5,279883,29900,20,552,5,8,46,285689,Ficus-carica
38216,46974,10551,1281,310,131,1137,1442,299,15,3,704,5294,22759,1694,7,338,116,281065,76704,24,910,10,48,66,286359,Ficus-carica
14733,37207,19688,681,192,59,1098,910,176,24,1,828,5244,60633,8721,0,153,0,307232,21802,121,735,2,5,0,312476,Ficus-carica
45148,42176,4409,883,661,0,961,1169,667,0,0,1156,5995,20585,473,0,178,5,309950,149728,0,388,0,12,0,315945,Ficus-carica
20214,16544,2812,1080,548,1,968,1148,490,2,0,862,5868,3334,465,0,263,5,306545,152177,1,202,0,11,0,312413,Ficus-carica
21418,17090,3012,1238,670,0,1119,1676,619,1,0,998,6027,2689,385,0,207,61,287737,186045,0,422,3,24,0,293764,Ficus-carica
44142,45383,4569,1106,978,0,1007,1764,1024,3,0,1253,6650,27028,708,0,61,86,368092,119466,0,7,1,10,0,374742,Ficus-carica
15175,9058,973,903,406,0,956,1293,429,4,0,742,5671,724,186,0,148,16,266544,178952,6,669,0,11,0,272215,Ficus-carica
65109,62189,5250,1275,780,2,1256,1614,724,0,0,1200,5845,24123,466,18,541,84,266023,128405,0,689,1,47,0,271868,Ficus-carica
32123,48937,5649,894,992,0,735,1436,744,10,0,1288,6774,115122,1451,0,0,30,286702,51126,35,0,0,3,0,293476,Ficus-carica
29951,28079,3640,828,840,33,1226,1335,669,21,0,1222,6142,11191,294,0,403,8,345293,122737,0,503,1,16,0,351435,Ficus-carica
18762,37510,8031,837,804,0,1486,1360,787,3,0,1579,5764,101422,939,3,124,147,271539,25697,0,983,1,5,0,277303,Ficus-carica
19964,15913,1875,787,389,0,839,1046,486,2,0,837,5543,3877,230,0,386,0,332173,128883,0,135,0,6,0,337716,Ficus-carica
59887,53101,11586,1604,402,18,1293,1138,279,11,0,870,5150,8429,258,1,959,66,286316,120085,0,238,2,5,80,291466,Ficus-carica
3947,46601,42790,868,249,146,1020,896,246,18,5,781,5166,64907,38360,2,186,4,252321,4631,52,392,4,3,7,257487,Ficus-carica
12395,7865,2142,1201,444,0,940,1358,447,2,0,935,5825,437,590,2,174,27,327800,142747,1,187,2,14,0,333625,Ficus-carica
28694,18088,2608,1043,393,2,1017,1032,277,10,1,1007,4923,3255,48,3,750,49,267230,124702,0,348,1,9,91,272153,Ficus-carica
15430,9515,1046,1130,429,0,791,1378,442,3,0,742,6150,972,214,1,607,31,329837,186172,0,223,4,21,0,335987,Ficus-carica
24949,40120,7861,761,277,4,806,1062,254,31,3,734,5124,57034,1278,1,511,35,337282,43178,17,62,1,10,88,342406,Ficus-carica
40114,58528,9222,1295,367,85,1195,1325,291,21,1,649,5299,59324,1331,5,140,61,275302,59720,19,888,7,26,0,280601,Ficus-carica
21542,15558,1522,1081,415,0,488,1171,339,4,0,581,5861,4205,323,2,13,3,355814,175432,0,24,0,12,0,361675,Ficus-carica
16629,13841,1457,743,368,0,852,1058,343,2,0,657,5318,4481,214,0,127,10,359698,103980,0,136,0,3,0,365016,Ficus-carica
14989,12075,2110,769,388,15,919,1161,398,8,0,895,5338,2700,160,0,864,14,303553,106733,0,168,0,6,0,308891,Ficus-carica
15999,40539,12827,555,1036,0,1693,1050,870,0,0,1759,5462,95772,1381,3,465,46,257196,21287,0,1032,0,5,0,262658,Ficus-carica
23509,50162,14724,925,383,107,1006,1102,354,14,1,697,5495,68900,2000,0,108,28,267913,31113,7,818,3,12,231,273408,Ficus-carica
15046,18667,4640,1795,981,1,1716,2730,759,17,1,1848,6949,22547,674,11,31,395,268549,44427,6,446,17,83,0,275498,Fraxinus-angustifolia
9402,4643,1845,2258,480,0,598,3127,607,10,0,876,7203,233,126,0,1,256,206235,81742,0,9,5,48,0,213438,Fraxinus-angustifolia
16697,19187,3678,2098,1206,0,1164,3168,1768,0,2,1362,8260,13675,378,15,13,276,392463,54968,0,33,15,88,0,400723,Fraxinus-angustifolia
11865,9561,2477,2170,897,1,791,3015,798,2,0,668,6714,1615,721,60,10,519,289392,82285,0,70,40,215,0,296106,Fraxinus-angustifolia
15037,20433,5744,1820,1077,102,1934,2189,795,23,0,1800,8293,21326,826,2,38,89,305438,42486,87,308,0,24,0,313731,Fraxinus-angustifolia
539,4472,13742,6678,904,6,1530,2020,242,10,1,781,5984,848,38145,2351,285,36,384496,550,0,22,22,17,0,390480,Fraxinus-angustifolia
8492,4681,1712,2379,502,0,514,2782,661,3,1,576,7348,309,148,1,1,132,230583,60959,0,11,18,48,0,237931,Fraxinus-angustifolia
12991,16546,3304,1237,1006,10,1387,1962,1265,7,0,1693,7440,15944,371,0,43,110,311225,37462,60,268,16,45,2,318665,Fraxinus-angustifolia
15746,24702,6760,2383,1216,48,1608,3172,1599,19,1,1596,8001,33942,1554,4,10,288,314900,30649,15,20,21,66,1,322901,Fraxinus-angustifolia
11851,16678,3349,1560,901,5,1405,2161,722,3,0,1419,6769,22630,397,0,17,123,270914,24675,2,235,12,67,11,277683,Fraxinus-angustifolia
453,5692,15441,7934,2433,17,2129,2204,341,35,2,1112,7214,3272,49497,5205,602,84,352649,477,7,81,11,11,3,359863,Fraxinus-angustifolia
14974,16709,3669,1899,826,0,1508,2364,769,5,0,1436,7508,12595,351,3,42,75,283309,46133,5,319,17,108,0,290817,Fraxinus-angustifolia
